loss,mean_scaled_relative_error,mse,mae,val_loss,val_mean_scaled_relative_error,val_mse,val_mae
6.379086743284772,6.455255031585693,6.379086494445801,1.9879636764526367,3741.748291015625,477.8350524902344,3741.748291015625,61.13633728027344
3.9533717032079094,5.254271030426025,3.95337176322937,1.5733230113983154,1949.1754150390625,346.3512878417969,1949.1754150390625,44.11532211303711
2.3828353926643624,5.705019950866699,2.382835626602173,1.2430227994918823,1411.137939453125,294.2995910644531,1411.137939453125,37.53666687011719
1.4739724640454446,6.999497413635254,1.4739724397659302,1.00665283203125,1237.1922607421875,274.8415222167969,1237.1922607421875,35.148868560791016
0.9364169283763512,7.15236759185791,0.9364169239997864,0.8154187202453613,1210.212890625,270.2494812011719,1210.212890625,34.767311096191406
0.5965598446245377,5.943831443786621,0.5965598821640015,0.6436234712600708,1217.3927001953125,270.59942626953125,1217.3927001953125,34.87251281738281
0.38486332670375184,4.140266418457031,0.38486331701278687,0.4992328882217407,1225.387451171875,271.087890625,1225.387451171875,34.98778533935547
0.2780067077414556,2.870790958404541,0.2780067026615143,0.40658530592918396,1208.0377197265625,269.42413330078125,1208.0377197265625,34.738372802734375
0.2386359617218271,2.292285680770874,0.23863598704338074,0.36684539914131165,1140.152099609375,262.0794372558594,1140.152099609375,33.746829986572266
0.23032744597461258,2.305572271347046,0.23032747209072113,0.3565349280834198,1018.0859375,247.68666076660156,1018.0859375,31.889137268066406
0.21619497498796952,2.1469366550445557,0.2161949723958969,0.34312930703163147,883.2199096679688,230.6008758544922,883.2199096679688,29.700328826904297
0.20258925844739367,1.9760255813598633,0.2025892585515976,0.3292880952358246,745.4042358398438,212.44248962402344,745.4042358398438,27.281782150268555
0.19818709244938582,1.8229931592941284,0.19818706810474396,0.3206680417060852,629.0581665039062,195.75836181640625,629.0581665039062,25.05890464782715
0.19359465649390553,1.6810959577560425,0.19359466433525085,0.3113548457622528,542.6304321289062,182.33680725097656,542.6304321289062,23.270553588867188
0.1815511012462886,1.6020716428756714,0.18155111372470856,0.29765260219573975,467.99627685546875,169.8533477783203,467.99627685546875,21.607467651367188
0.1760668573653573,1.5093294382095337,0.17606686055660248,0.28927120566368103,414.0429382324219,160.14727783203125,414.0429382324219,20.320680618286133
0.17022428583431912,1.4038280248641968,0.17022427916526794,0.2810073792934418,372.90411376953125,152.27854919433594,372.90411376953125,19.282032012939453
0.16756982463118913,1.332641839981079,0.1675698161125183,0.2772403657436371,342.13323974609375,146.0753173828125,342.13323974609375,18.467164993286133
0.16586321756452113,1.2813913822174072,0.16586323082447052,0.2738819718360901,311.5792236328125,139.57528686523438,311.5792236328125,17.620864868164062
0.16318654486505718,1.2548340559005737,0.16318655014038086,0.2718566954135895,284.6081237792969,133.56211853027344,284.6081237792969,16.838520050048828
0.16589193020042006,1.2465989589691162,0.16589193046092987,0.27288225293159485,255.45301818847656,126.75859069824219,255.45301818847656,15.9495849609375
0.162497850486657,1.1774137020111084,0.16249783337116241,0.26754605770111084,235.80755615234375,121.87841796875,235.80755615234375,15.32181167602539
0.1553502987314771,1.1548930406570435,0.15535029768943787,0.2597455680370331,218.19720458984375,117.32372283935547,218.19720458984375,14.736347198486328
0.15803442573682827,1.1185272932052612,0.15803442895412445,0.2626650035381317,200.94285583496094,112.70378875732422,200.94285583496094,14.139065742492676
0.15433437383727178,1.0830763578414917,0.15433436632156372,0.257407009601593,183.52574157714844,107.8006591796875,183.52574157714844,13.509784698486328
0.15281394956359914,1.0422013998031616,0.15281394124031067,0.256985604763031,165.9736328125,102.62117004394531,165.9736328125,12.844732284545898
0.1496226506998072,1.0464911460876465,0.14962264895439148,0.25311189889907837,148.64598083496094,97.25383758544922,148.64598083496094,12.152246475219727
0.1439886151754356,1.0326974391937256,0.14398860931396484,0.24772702157497406,134.62770080566406,92.70570373535156,134.62770080566406,11.561615943908691
0.14227459220202654,0.9902253150939941,0.14227458834648132,0.24499593675136566,123.0765151977539,88.68883514404297,123.0765151977539,11.051840782165527
0.1393031132361897,0.9539950489997864,0.13930311799049377,0.2385910153388977,111.31559753417969,84.46906280517578,111.31559753417969,10.507034301757812
0.1367503839798949,0.9460565447807312,0.13675037026405334,0.2375275194644928,99.9440689086914,80.09015655517578,99.9440689086914,9.952794075012207
0.13612497118594763,0.9492218494415283,0.13612498342990875,0.237030029296875,89.08839416503906,75.73938751220703,89.08839416503906,9.392738342285156
0.1357029905425502,0.9060375690460205,0.135702982544899,0.23582647740840912,80.83908081054688,72.18416595458984,80.83908081054688,8.944515228271484
0.1324833599603051,0.8922920227050781,0.1324833631515503,0.23176352679729462,72.40770721435547,68.44800567626953,72.40770721435547,8.461453437805176
0.13229630473297793,0.9176440238952637,0.13229630887508392,0.23111850023269653,65.56580352783203,65.1651611328125,65.56580352783203,8.048805236816406
0.12969025421132158,0.8838478326797485,0.1296902596950531,0.2299884408712387,59.85691833496094,62.298343658447266,59.85691833496094,7.6871538162231445
0.1285838708281517,0.8738113045692444,0.1285838633775711,0.22975409030914307,53.377803802490234,58.9028434753418,53.377803802490234,7.254788398742676
0.12511360332682417,0.8361350893974304,0.1251136064529419,0.22514401376247406,47.625179290771484,55.74598693847656,47.625179290771484,6.848616123199463
0.12468234167623145,0.8776707649230957,0.12468233704566956,0.226343035697937,41.65771484375,52.278995513916016,41.65771484375,6.399125576019287
0.12256210889354661,0.8650034070014954,0.12256210297346115,0.2226814478635788,36.703651428222656,49.252315521240234,36.703651428222656,6.000088214874268
0.12165148618103533,0.8232759237289429,0.12165148556232452,0.2210247814655304,33.437461853027344,47.07557678222656,33.437461853027344,5.723971843719482
0.12184292057828679,0.8316066265106201,0.12184291332960129,0.22180360555648804,30.11237144470215,44.81856918334961,30.11237144470215,5.426819324493408
0.11919747270852118,0.8179818987846375,0.11919747292995453,0.21964000165462494,26.29486656188965,42.126102447509766,26.29486656188965,5.063397407531738
0.11918464167551561,0.8295663595199585,0.11918464303016663,0.22102946043014526,22.799821853637695,39.506656646728516,22.799821853637695,4.705587863922119
0.11444213544181385,0.7788550853729248,0.1144421324133873,0.2136397659778595,20.115135192871094,37.24660873413086,20.115135192871094,4.412359237670898
0.11653565724178419,0.8197844624519348,0.11653565615415573,0.2170122265815735,17.805946350097656,35.15264892578125,17.805946350097656,4.14359712600708
0.11500489514425292,0.8345811367034912,0.11500488966703415,0.21632973849773407,15.914925575256348,33.31470489501953,15.914925575256348,3.913095235824585
0.11504583206626919,0.8057739734649658,0.11504583805799484,0.21620489656925201,13.850541114807129,31.30597686767578,13.850541114807129,3.6394026279449463
0.11193877288589736,0.7867339849472046,0.11193876713514328,0.21218274533748627,12.166399955749512,29.497764587402344,12.166399955749512,3.3988900184631348
0.11145515183729308,0.7608106136322021,0.11145514249801636,0.2091531753540039,10.61861801147461,27.68583869934082,10.61861801147461,3.166226387023926
0.11392815948392336,0.7725380063056946,0.1139281615614891,0.21578575670719147,9.130568504333496,25.843751907348633,9.130568504333496,2.9230902194976807
0.11059958558738023,0.7940637469291687,0.1105995923280716,0.21272708475589752,7.925668239593506,24.231279373168945,7.925668239593506,2.708747625350952
0.10668689830528273,0.7759807705879211,0.10668689757585526,0.20414213836193085,6.917811870574951,22.74486541748047,6.917811870574951,2.5192620754241943
0.10893303652170237,0.7748947739601135,0.10893303900957108,0.21090924739837646,6.047010898590088,21.34371566772461,6.047010898590088,2.3440096378326416
0.10777559931149015,0.7644951343536377,0.10777559876441956,0.2047688364982605,5.095405578613281,19.83552360534668,5.095405578613281,2.1353023052215576
0.10600606860736242,0.7129291892051697,0.10600606352090836,0.20431998372077942,4.407293319702148,18.55667495727539,4.407293319702148,1.971718192100525
0.10202553530282282,0.7375963926315308,0.10202553123235703,0.19878248870372772,3.77862548828125,17.314861297607422,3.77862548828125,1.8151570558547974
0.10246179889158144,0.7489947080612183,0.1024617925286293,0.19938932359218597,3.2126448154449463,16.14733123779297,3.2126448154449463,1.6612406969070435
0.1055407407921511,0.7466229200363159,0.10554074496030807,0.20455649495124817,2.737567186355591,14.96860122680664,2.737567186355591,1.5214892625808716
0.10114345063904782,0.7365244626998901,0.10114345699548721,0.19755282998085022,2.370211601257324,13.914809226989746,2.370211601257324,1.4024810791015625
0.10059540387295135,0.7095520496368408,0.10059540718793869,0.19752705097198486,2.0434532165527344,12.997554779052734,2.0434532165527344,1.2888622283935547
0.09989315690798359,0.7367172837257385,0.09989316016435623,0.19904246926307678,1.6924420595169067,11.925843238830566,1.6924420595169067,1.1508219242095947
