Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1480 	0.1450 	0.1570 	0.1600 	0.1600 	0.1150 	0.0940 	0.0800 	0.0750 	0.0710 	0.0680 
4.0	0.3230 	0.2970 	0.3180 	0.3270 	0.3320 	0.2440 	0.2090 	0.1800 	0.2020 	0.2090 	0.2100 
6.0	0.4790 	0.4640 	0.5000 	0.5060 	0.5240 	0.3910 	0.4010 	0.4010 	0.4000 	0.3890 	0.3760 
8.0	0.6630 	0.6460 	0.6910 	0.7100 	0.7330 	0.6570 	0.6670 	0.6290 	0.6040 	0.5680 	0.5470 
10.0	0.8640 	0.8310 	0.9090 	0.9310 	0.9420 	0.9820 	0.9370 	0.8560 	0.8020 	0.7660 	0.7410 
12.0	1.0400 	1.0160 	1.1150 	1.1230 	1.3460 	1.3310 	1.2230 	1.0840 	1.0250 	0.9850 	0.9640 
14.0	1.1860 	1.2140 	1.3460 	1.3260 	1.7890 	1.6560 	1.4650 	1.3250 	1.2630 	1.2330 	1.2230 
16.0	1.3890 	1.4300 	1.5690 	2.0040 	2.2610 	1.9970 	1.7510 	1.5910 	1.5370 	1.5220 	1.5110 
18.0	1.6020 	1.6630 	1.8210 	2.5340 	2.7320 	2.2820 	2.0330 	1.8720 	1.8430 	1.8280 	1.8160 
20.0	1.8320 	1.9020 	2.7420 	3.1350 	3.1770 	2.6000 	2.3400 	2.1960 	2.1730 	2.1570 	2.1450 
22.0	2.0710 	2.1200 	3.3440 	3.6910 	3.6330 	2.9360 	2.6510 	2.5400 	2.5150 	2.4980 	2.4870 
24.0	2.3170 	2.3720 	4.0280 	4.2650 	4.0760 	3.2570 	2.9880 	2.8930 	2.8670 	2.8500 	2.8390 
26.0	2.5810 	2.6540 	4.6710 	4.7590 	4.4190 	3.5810 	3.3450 	3.2480 	3.2240 	3.2090 	3.1990 
28.0	2.8420 	3.8580 	5.3010 	5.2530 	4.7600 	3.9110 	3.7030 	3.6020 	3.5810 	3.5700 	3.5600 
30.0	3.1030 	4.4110 	5.9660 	5.7440 	5.0910 	4.2270 	4.0570 	3.9540 	3.9340 	3.9250 	3.9150 
