Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.2350 	0.2440 	0.2840 	0.2320 	0.1970 	0.1440 	0.1130 	0.0940 	0.0860 	0.0810 	0.0770 
4.0	0.4960 	0.4950 	0.5690 	0.4670 	0.4030 	0.3000 	0.2470 	0.2090 	0.2250 	0.2280 	0.2260 
6.0	0.7350 	0.7580 	0.8690 	0.7080 	0.6270 	0.4730 	0.4560 	0.4430 	0.4330 	0.4170 	0.4010 
8.0	1.0010 	1.0320 	1.1710 	0.9670 	0.8640 	0.7610 	0.7360 	0.6820 	0.6470 	0.6050 	0.5800 
10.0	1.2780 	1.3040 	1.4900 	1.2350 	1.0980 	1.1030 	1.0190 	0.9190 	0.8540 	0.8110 	0.7810 
12.0	1.5160 	1.5600 	1.7720 	1.4580 	1.5170 	1.4680 	1.3160 	1.1550 	1.0840 	1.0360 	1.0100 
14.0	1.7110 	1.8150 	2.0650 	1.6850 	1.9670 	1.8010 	1.5630 	1.4010 	1.3260 	1.2880 	1.2720 
16.0	1.9400 	2.0690 	2.3340 	2.3750 	2.4350 	2.1450 	1.8500 	1.6680 	1.6010 	1.5770 	1.5610 
18.0	2.1660 	2.3290 	2.6200 	2.9120 	2.8970 	2.4270 	2.1320 	1.9490 	1.9070 	1.8840 	1.8670 
20.0	2.4050 	2.5910 	3.5770 	3.5230 	3.3420 	2.7500 	2.4460 	2.2770 	2.2410 	2.2170 	2.2000 
22.0	2.6530 	2.8320 	4.2160 	4.0920 	3.7970 	3.0910 	2.7660 	2.6250 	2.5880 	2.5630 	2.5460 
24.0	2.8970 	3.0980 	4.9290 	4.6740 	4.2380 	3.4160 	3.1090 	2.9840 	2.9450 	2.9200 	2.9030 
26.0	3.1550 	3.3910 	5.6030 	5.1800 	4.5810 	3.7480 	3.4730 	3.3490 	3.3110 	3.2860 	3.2700 
28.0	3.3960 	4.5970 	6.2590 	5.6850 	4.9230 	4.0860 	3.8380 	3.7150 	3.6800 	3.6570 	3.6400 
30.0	3.6250 	5.1430 	6.9440 	6.1860 	5.2550 	4.4100 	4.2000 	4.0770 	4.0460 	4.0250 	4.0090 
