Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.2410 	0.2450 	0.2860 	0.2760 	0.2170 	0.1540 	0.1210 	0.1000 	0.0910 	0.0850 	0.0800 
4.0	0.5090 	0.4960 	0.5740 	0.5560 	0.4370 	0.3190 	0.2620 	0.2210 	0.2350 	0.2360 	0.2340 
6.0	0.7550 	0.7580 	0.8760 	0.8400 	0.6720 	0.5020 	0.4800 	0.4620 	0.4490 	0.4310 	0.4140 
8.0	1.0280 	1.0320 	1.1800 	1.1400 	0.9210 	0.8010 	0.7680 	0.7070 	0.6690 	0.6240 	0.5970 
10.0	1.3120 	1.3030 	1.5000 	1.4460 	1.1670 	1.1530 	1.0580 	0.9510 	0.8810 	0.8350 	0.8030 
12.0	1.5600 	1.5610 	1.7880 	1.6980 	1.6020 	1.5250 	1.3610 	1.1920 	1.1150 	1.0650 	1.0370 
14.0	1.7670 	1.8200 	2.0850 	1.9490 	2.0630 	1.8660 	1.6130 	1.4410 	1.3610 	1.3200 	1.3010 
16.0	2.0060 	2.0760 	2.3530 	2.6550 	2.5400 	2.2170 	1.9020 	1.7110 	1.6380 	1.6110 	1.5920 
18.0	2.2420 	2.3380 	2.6380 	3.2050 	3.0100 	2.5060 	2.1850 	1.9930 	1.9450 	1.9180 	1.8990 
20.0	2.4900 	2.6000 	3.5900 	3.8310 	3.4680 	2.8400 	2.5020 	2.3240 	2.2810 	2.2530 	2.2340 
22.0	2.7500 	2.8440 	4.2240 	4.4120 	3.9390 	3.1940 	2.8260 	2.6740 	2.6300 	2.6020 	2.5820 
24.0	3.0080 	3.1130 	4.9330 	5.0060 	4.3990 	3.5310 	3.1760 	3.0350 	2.9900 	2.9610 	2.9410 
26.0	3.2810 	3.4090 	5.6020 	5.5220 	4.7590 	3.8720 	3.5510 	3.4040 	3.3580 	3.3280 	3.3100 
28.0	3.5430 	4.6220 	6.2540 	6.0370 	5.1110 	4.2190 	3.9300 	3.7750 	3.7280 	3.7000 	3.6820 
30.0	3.8000 	5.1790 	6.9340 	6.5440 	5.4490 	4.5530 	4.3070 	4.1460 	4.0980 	4.0720 	4.0530 
