Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1480 	0.1450 	0.1570 	0.1600 	0.1600 	0.1180 	0.0950 	0.0810 	0.0750 	0.0710 	0.0690 
4.0	0.3230 	0.2970 	0.3180 	0.3270 	0.3320 	0.2490 	0.2120 	0.1820 	0.2030 	0.2100 	0.2100 
6.0	0.4790 	0.4640 	0.5010 	0.5060 	0.5250 	0.3990 	0.4060 	0.4040 	0.4020 	0.3910 	0.3780 
8.0	0.6640 	0.6470 	0.6920 	0.7110 	0.7340 	0.6670 	0.6730 	0.6330 	0.6070 	0.5700 	0.5490 
10.0	0.8650 	0.8310 	0.9100 	0.9320 	0.9430 	0.9940 	0.9440 	0.8610 	0.8060 	0.7700 	0.7440 
12.0	1.0430 	1.0190 	1.1180 	1.1250 	1.3490 	1.3450 	1.2320 	1.0900 	1.0290 	0.9890 	0.9670 
14.0	1.1910 	1.2190 	1.3500 	1.3300 	1.7920 	1.6710 	1.4750 	1.3320 	1.2680 	1.2380 	1.2270 
16.0	1.3920 	1.4330 	1.5720 	2.0060 	2.2640 	2.0140 	1.7610 	1.5980 	1.5430 	1.5260 	1.5150 
18.0	1.6060 	1.6660 	1.8230 	2.5350 	2.7300 	2.2970 	2.0430 	1.8790 	1.8480 	1.8320 	1.8190 
20.0	1.8330 	1.9030 	2.7430 	3.1350 	3.1770 	2.6170 	2.3510 	2.2040 	2.1790 	2.1610 	2.1490 
22.0	2.0720 	2.1210 	3.3450 	3.6920 	3.6330 	2.9550 	2.6630 	2.5480 	2.5220 	2.5030 	2.4910 
24.0	2.3180 	2.3730 	4.0280 	4.2650 	4.0760 	3.2780 	3.0010 	2.9020 	2.8740 	2.8560 	2.8440 
26.0	2.5820 	2.6550 	4.6710 	4.7590 	4.4180 	3.6030 	3.3590 	3.2580 	3.2320 	3.2160 	3.2040 
28.0	2.8430 	3.8580 	5.3010 	5.2530 	4.7590 	3.9340 	3.7180 	3.6140 	3.5890 	3.5770 	3.5660 
30.0	3.1040 	4.4120 	5.9660 	5.7430 	5.0900 	4.2520 	4.0730 	3.9660 	3.9430 	3.9330 	3.9220 
