Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1920 	0.1920 	0.2160 	0.2150 	0.1780 	0.1330 	0.1070 	0.0900 	0.0830 	0.0780 	0.0740 
4.0	0.4120 	0.3900 	0.4340 	0.4350 	0.3610 	0.2800 	0.2340 	0.2010 	0.2180 	0.2220 	0.2220 
6.0	0.6130 	0.6020 	0.6690 	0.6610 	0.5660 	0.4440 	0.4390 	0.4310 	0.4240 	0.4090 	0.3950 
8.0	0.8410 	0.8270 	0.9100 	0.9080 	0.7910 	0.7250 	0.7150 	0.6670 	0.6350 	0.5950 	0.5710 
10.0	1.0840 	1.0520 	1.1710 	1.1640 	1.0230 	1.0610 	0.9930 	0.9010 	0.8390 	0.7990 	0.7710 
12.0	1.2940 	1.2680 	1.4090 	1.3770 	1.4340 	1.4200 	1.2860 	1.1340 	1.0660 	1.0220 	0.9980 
14.0	1.4650 	1.4900 	1.6610 	1.5950 	1.8760 	1.7510 	1.5300 	1.3770 	1.3060 	1.2720 	1.2580 
16.0	1.6880 	1.7240 	1.8990 	2.2790 	2.3420 	2.0960 	1.8160 	1.6440 	1.5810 	1.5600 	1.5460 
18.0	1.9150 	1.9690 	2.1610 	2.8130 	2.8060 	2.3830 	2.0980 	1.9250 	1.8870 	1.8670 	1.8520 
20.0	2.1570 	2.2180 	3.0920 	3.4190 	3.2480 	2.7060 	2.4100 	2.2510 	2.2190 	2.1980 	2.1830 
22.0	2.4090 	2.4470 	3.7020 	3.9800 	3.7020 	3.0460 	2.7290 	2.5970 	2.5640 	2.5420 	2.5270 
24.0	2.6640 	2.7050 	4.3910 	4.5560 	4.1430 	3.3710 	3.0740 	2.9530 	2.9190 	2.8970 	2.8830 
26.0	2.9380 	2.9940 	5.0390 	5.0520 	4.4850 	3.7010 	3.4410 	3.3170 	3.2810 	3.2590 	3.2450 
28.0	3.2060 	4.2020 	5.6720 	5.5470 	4.8270 	4.0380 	3.8070 	3.6830 	3.6460 	3.6240 	3.6090 
30.0	3.4730 	4.7590 	6.3360 	6.0350 	5.1600 	4.3610 	4.1690 	4.0470 	4.0100 	3.9890 	3.9740 
