Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1880 	0.1920 	0.2130 	0.1960 	0.1670 	0.1290 	0.1030 	0.0860 	0.0790 	0.0750 	0.0720 
4.0	0.4030 	0.3910 	0.4290 	0.3980 	0.3450 	0.2710 	0.2270 	0.1930 	0.2120 	0.2160 	0.2160 
6.0	0.5970 	0.6030 	0.6620 	0.6080 	0.5410 	0.4310 	0.4270 	0.4190 	0.4140 	0.4000 	0.3860 
8.0	0.8190 	0.8300 	0.9020 	0.8400 	0.7530 	0.7070 	0.6990 	0.6510 	0.6210 	0.5830 	0.5600 
10.0	1.0560 	1.0570 	1.1630 	1.0840 	0.9650 	1.0390 	0.9740 	0.8830 	0.8230 	0.7840 	0.7570 
12.0	1.2600 	1.2750 	1.4000 	1.2900 	1.3730 	1.3960 	1.2650 	1.1140 	1.0480 	1.0050 	0.9820 
14.0	1.4300 	1.5010 	1.6560 	1.5050 	1.8120 	1.7260 	1.5090 	1.3560 	1.2870 	1.2540 	1.2410 
16.0	1.6420 	1.7330 	1.8950 	2.1860 	2.2750 	2.0710 	1.7920 	1.6220 	1.5610 	1.5420 	1.5290 
18.0	1.8590 	1.9770 	2.1580 	2.7170 	2.7330 	2.3560 	2.0680 	1.9010 	1.8650 	1.8470 	1.8330 
20.0	2.0890 	2.2230 	3.0900 	3.3220 	3.1720 	2.6760 	2.3740 	2.2270 	2.1970 	2.1770 	2.1630 
22.0	2.3320 	2.4530 	3.7070 	3.8850 	3.6210 	3.0110 	2.6870 	2.5700 	2.5410 	2.5210 	2.5070 
24.0	2.5770 	2.7120 	4.4010 	4.4640 	4.0570 	3.3300 	3.0240 	2.9200 	2.8960 	2.8750 	2.8620 
26.0	2.8390 	3.0000 	5.0550 	4.9640 	4.3940 	3.6540 	3.3820 	3.2750 	3.2520 	3.2340 	3.2220 
28.0	3.0930 	4.2070 	5.6950 	5.4640 	4.7290 	3.9850 	3.7410 	3.6310 	3.6070 	3.5910 	3.5810 
30.0	3.3430 	4.7610 	6.3680 	5.9580 	5.0540 	4.3030 	4.0970 	3.9850 	3.9600 	3.9430 	3.9300 
