Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1460 	0.1450 	0.1580 	0.1580 	0.1390 	0.1130 	0.0920 	0.0780 	0.0730 	0.0700 	0.0670 
4.0	0.3200 	0.2970 	0.3200 	0.3230 	0.2890 	0.2390 	0.2060 	0.1780 	0.1990 	0.2060 	0.2080 
6.0	0.4740 	0.4630 	0.5030 	0.4990 	0.4600 	0.3850 	0.3980 	0.3970 	0.3960 	0.3850 	0.3730 
8.0	0.6560 	0.6460 	0.6940 	0.7020 	0.6490 	0.6510 	0.6620 	0.6230 	0.5990 	0.5630 	0.5430 
10.0	0.8550 	0.8300 	0.9120 	0.9200 	0.8400 	0.9780 	0.9310 	0.8500 	0.7960 	0.7610 	0.7360 
12.0	1.0300 	1.0150 	1.1180 	1.1110 	1.2440 	1.3330 	1.2170 	1.0770 	1.0180 	0.9790 	0.9590 
14.0	1.1750 	1.2130 	1.3490 	1.3150 	1.6790 	1.6600 	1.4570 	1.3180 	1.2560 	1.2270 	1.2170 
16.0	1.3770 	1.4290 	1.5730 	1.9910 	2.1400 	2.0000 	1.7380 	1.5840 	1.5300 	1.5150 	1.5050 
18.0	1.5850 	1.6600 	1.8230 	2.5200 	2.6000 	2.2810 	2.0160 	1.8640 	1.8350 	1.8200 	1.8090 
20.0	1.8100 	1.8950 	2.7430 	3.1200 	3.0340 	2.5970 	2.3190 	2.1850 	2.1650 	2.1490 	2.1380 
22.0	2.0460 	2.1120 	3.3440 	3.6750 	3.4780 	2.9300 	2.6290 	2.5230 	2.5050 	2.4910 	2.4800 
24.0	2.2890 	2.3620 	4.0270 	4.2480 	3.9100 	3.2460 	2.9630 	2.8700 	2.8520 	2.8410 	2.8300 
26.0	2.5490 	2.6420 	4.6680 	4.7410 	4.2420 	3.5680 	3.3180 	3.2220 	3.2030 	3.1920 	3.1800 
28.0	2.8040 	3.8430 	5.2970 	5.2350 	4.5720 	3.8960 	3.6750 	3.5750 	3.5550 	3.5420 	3.5290 
30.0	3.0600 	4.3930 	5.9600 	5.7220 	4.8930 	4.2120 	4.0290 	3.9240 	3.9040 	3.8870 	3.8730 
