Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1880 	0.1920 	0.2130 	0.1880 	0.1620 	0.1270 	0.1010 	0.0850 	0.0790 	0.0740 	0.0710 
4.0	0.4030 	0.3910 	0.4290 	0.3820 	0.3330 	0.2660 	0.2240 	0.1910 	0.2100 	0.2150 	0.2150 
6.0	0.5970 	0.6030 	0.6620 	0.5830 	0.5240 	0.4240 	0.4220 	0.4160 	0.4110 	0.3990 	0.3850 
8.0	0.8190 	0.8300 	0.9010 	0.8070 	0.7300 	0.6970 	0.6930 	0.6470 	0.6180 	0.5800 	0.5580 
10.0	1.0550 	1.0560 	1.1610 	1.0440 	0.9370 	1.0270 	0.9660 	0.8770 	0.8190 	0.7810 	0.7540 
12.0	1.2570 	1.2720 	1.3960 	1.2430 	1.3420 	1.3820 	1.2560 	1.1080 	1.0440 	1.0010 	0.9780 
14.0	1.4230 	1.4950 	1.6490 	1.4510 	1.7780 	1.7100 	1.4990 	1.3490 	1.2820 	1.2500 	1.2370 
16.0	1.6380 	1.7290 	1.8900 	2.1290 	2.2390 	2.0540 	1.7820 	1.6140 	1.5550 	1.5370 	1.5240 
18.0	1.8540 	1.9720 	2.1540 	2.6570 	2.6980 	2.3410 	2.0600 	1.8940 	1.8610 	1.8430 	1.8300 
20.0	2.0870 	2.2220 	3.0890 	3.2580 	3.1330 	2.6590 	2.3640 	2.2200 	2.1910 	2.1730 	2.1590 
22.0	2.3300 	2.4510 	3.7050 	3.8150 	3.5800 	2.9930 	2.6750 	2.5620 	2.5350 	2.5160 	2.5020 
24.0	2.5750 	2.7100 	4.4000 	4.3880 	4.0130 	3.3100 	3.0120 	2.9110 	2.8890 	2.8690 	2.8570 
26.0	2.8370 	2.9980 	5.0540 	4.8830 	4.3470 	3.6330 	3.3690 	3.2650 	3.2450 	3.2270 	3.2170 
28.0	3.0910 	4.2050 	5.6940 	5.3770 	4.6790 	3.9630 	3.7270 	3.6210 	3.5990 	3.5840 	3.5750 
30.0	3.3410 	4.7590 	6.3670 	5.8670 	5.0020 	4.2800 	4.0820 	3.9740 	3.9510 	3.9360 	3.9240 
