Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1450 	0.1450 	0.1540 	0.1620 	0.1320 	0.1070 	0.0900 	0.0760 	0.0710 	0.0680 	0.0660 
4.0	0.3160 	0.2970 	0.3110 	0.3320 	0.2760 	0.2340 	0.2010 	0.1740 	0.1960 	0.2030 	0.2050 
6.0	0.4680 	0.4620 	0.4870 	0.5110 	0.4420 	0.3840 	0.3890 	0.3910 	0.3900 	0.3800 	0.3690 
8.0	0.6480 	0.6440 	0.6720 	0.7160 	0.6290 	0.6470 	0.6500 	0.6150 	0.5910 	0.5560 	0.5370 
10.0	0.8440 	0.8280 	0.8830 	0.9360 	0.8200 	0.9680 	0.9170 	0.8390 	0.7870 	0.7530 	0.7280 
12.0	1.0150 	1.0110 	1.0830 	1.1250 	1.2230 	1.3150 	1.2000 	1.0650 	1.0080 	0.9700 	0.9500 
14.0	1.1580 	1.2080 	1.3080 	1.3290 	1.6620 	1.6370 	1.4400 	1.3040 	1.2450 	1.2170 	1.2080 
16.0	1.3600 	1.4240 	1.5280 	2.0070 	2.1280 	1.9760 	1.7220 	1.5660 	1.5180 	1.5050 	1.4940 
18.0	1.5640 	1.6520 	1.7740 	2.5380 	2.5970 	2.2570 	1.9990 	1.8430 	1.8200 	1.8090 	1.8000 
20.0	1.7860 	1.8860 	2.6890 	3.1390 	3.0360 	2.5700 	2.2990 	2.1610 	2.1440 	2.1340 	2.1270 
22.0	2.0200 	2.1020 	3.2850 	3.6950 	3.4860 	2.9010 	2.6070 	2.4970 	2.4790 	2.4680 	2.4600 
24.0	2.2590 	2.3490 	3.9610 	4.2690 	3.9230 	3.2150 	2.9410 	2.8420 	2.8230 	2.8100 	2.7990 
26.0	2.5140 	2.6260 	4.5970 	4.7620 	4.2620 	3.5350 	3.2950 	3.1920 	3.1710 	3.1570 	3.1450 
28.0	2.7640 	3.8230 	5.2180 	5.2530 	4.5990 	3.8600 	3.6510 	3.5450 	3.5210 	3.5060 	3.4940 
30.0	3.0150 	4.3690 	5.8720 	5.7380 	4.9280 	4.1730 	4.0040 	3.8970 	3.8700 	3.8550 	3.8440 
