Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1900 	0.1920 	0.2180 	0.2000 	0.1700 	0.1300 	0.1040 	0.0870 	0.0810 	0.0760 	0.0730 
4.0	0.4080 	0.3910 	0.4380 	0.4060 	0.3500 	0.2730 	0.2290 	0.1960 	0.2140 	0.2190 	0.2190 
6.0	0.6060 	0.6040 	0.6770 	0.6190 	0.5490 	0.4340 	0.4300 	0.4230 	0.4180 	0.4040 	0.3900 
8.0	0.8310 	0.8310 	0.9220 	0.8560 	0.7630 	0.7100 	0.7030 	0.6570 	0.6270 	0.5870 	0.5640 
10.0	1.0710 	1.0570 	1.1890 	1.1040 	0.9760 	1.0440 	0.9790 	0.8890 	0.8290 	0.7900 	0.7620 
12.0	1.2770 	1.2750 	1.4300 	1.3120 	1.3850 	1.4000 	1.2700 	1.1200 	1.0550 	1.0110 	0.9880 
14.0	1.4460 	1.4990 	1.6880 	1.5280 	1.8240 	1.7270 	1.5140 	1.3630 	1.2940 	1.2610 	1.2470 
16.0	1.6650 	1.7350 	1.9340 	2.2120 	2.2870 	2.0670 	1.7980 	1.6280 	1.5680 	1.5480 	1.5350 
18.0	1.8860 	1.9810 	2.2020 	2.7470 	2.7490 	2.3500 	2.0800 	1.9090 	1.8740 	1.8550 	1.8410 
20.0	2.1230 	2.2320 	3.1420 	3.3560 	3.1870 	2.6690 	2.3910 	2.2350 	2.2050 	2.1850 	2.1710 
22.0	2.3720 	2.4650 	3.7630 	3.9200 	3.6360 	3.0070 	2.7060 	2.5800 	2.5490 	2.5280 	2.5140 
24.0	2.6220 	2.7260 	4.4630 	4.5020 	4.0720 	3.3290 	3.0450 	2.9350 	2.9040 	2.8820 	2.8690 
26.0	2.8900 	3.0180 	5.1230 	5.0040 	4.4100 	3.6560 	3.4050 	3.2960 	3.2650 	3.2450 	3.2310 
28.0	3.1510 	4.2300 	5.7690 	5.5070 	4.7460 	3.9900 	3.7660 	3.6560 	3.6280 	3.6110 	3.5970 
30.0	3.4100 	4.7900 	6.4480 	6.0050 	5.0730 	4.3110 	4.1240 	4.0120 	3.9870 	3.9730 	3.9590 
