Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.1450 	0.1450 	0.1540 	0.1620 	0.1370 	0.1100 	0.0910 	0.0770 	0.0720 	0.0690 	0.0660 
4.0	0.3160 	0.2970 	0.3110 	0.3320 	0.2860 	0.2390 	0.2030 	0.1750 	0.1970 	0.2040 	0.2060 
6.0	0.4690 	0.4630 	0.4870 	0.5110 	0.4580 	0.3920 	0.3930 	0.3940 	0.3920 	0.3820 	0.3700 
8.0	0.6480 	0.6440 	0.6720 	0.7160 	0.6500 	0.6570 	0.6560 	0.6180 	0.5940 	0.5590 	0.5390 
10.0	0.8450 	0.8280 	0.8840 	0.9370 	0.8470 	0.9790 	0.9240 	0.8440 	0.7900 	0.7560 	0.7310 
12.0	1.0180 	1.0130 	1.0860 	1.1280 	1.2520 	1.3280 	1.2080 	1.0710 	1.0120 	0.9730 	0.9530 
14.0	1.1630 	1.2120 	1.3130 	1.3330 	1.6930 	1.6520 	1.4490 	1.3100 	1.2500 	1.2210 	1.2110 
16.0	1.3620 	1.4260 	1.5310 	2.0100 	2.1630 	1.9920 	1.7310 	1.5730 	1.5230 	1.5090 	1.4980 
18.0	1.5670 	1.6550 	1.7760 	2.5380 	2.6310 	2.2720 	2.0070 	1.8480 	1.8250 	1.8130 	1.8030 
20.0	1.7870 	1.8870 	2.6890 	3.1390 	3.0760 	2.5870 	2.3090 	2.1680 	2.1490 	2.1380 	2.1310 
22.0	2.0210 	2.1030 	3.2850 	3.6950 	3.5300 	2.9190 	2.6180 	2.5040 	2.4850 	2.4730 	2.4640 
24.0	2.2590 	2.3500 	3.9620 	4.2690 	3.9710 	3.2350 	2.9530 	2.8500 	2.8290 	2.8150 	2.8040 
26.0	2.5150 	2.6260 	4.5970 	4.7610 	4.3130 	3.5550 	3.3080 	3.2010 	3.1780 	3.1620 	3.1500 
28.0	2.7650 	3.8240 	5.2180 	5.2530 	4.6540 	3.8820 	3.6640 	3.5550 	3.5290 	3.5120 	3.5000 
30.0	3.0150 	4.3690 	5.8720 	5.7370 	4.9870 	4.1960 	4.0180 	3.9070 	3.8780 	3.8610 	3.8500 
