Alpha\Mach	0.6 	0.9 	1.2 	1.5 	2.0 	3.0 	4.0 	5.0 	6.0 	7.0 	8.0 
0.0	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
2.0	0.2380 	0.2440 	0.2870 	0.2380 	0.2010 	0.1460 	0.1160 	0.0960 	0.0880 	0.0820 	0.0780 
4.0	0.5030 	0.4950 	0.5740 	0.4800 	0.4060 	0.3050 	0.2520 	0.2140 	0.2290 	0.2310 	0.2290 
6.0	0.7450 	0.7560 	0.8750 	0.7270 	0.6310 	0.4810 	0.4640 	0.4500 	0.4390 	0.4230 	0.4060 
8.0	1.0140 	1.0290 	1.1790 	0.9920 	0.8760 	0.7710 	0.7470 	0.6910 	0.6550 	0.6120 	0.5870 
10.0	1.2950 	1.3000 	1.4990 	1.2640 	1.1260 	1.1160 	1.0310 	0.9310 	0.8640 	0.8210 	0.7900 
12.0	1.5360 	1.5540 	1.7830 	1.4900 	1.5500 	1.4830 	1.3300 	1.1690 	1.0950 	1.0470 	1.0200 
14.0	1.7330 	1.8080 	2.0760 	1.7180 	2.0010 	1.8190 	1.5790 	1.4150 	1.3380 	1.3000 	1.2830 
16.0	1.9690 	2.0650 	2.3470 	2.4070 	2.4720 	2.1670 	1.8660 	1.6830 	1.6140 	1.5890 	1.5730 
18.0	2.2000 	2.3260 	2.6340 	2.9430 	2.9380 	2.4560 	2.1500 	1.9660 	1.9210 	1.8970 	1.8800 
20.0	2.4460 	2.5910 	3.5940 	3.5530 	3.3850 	2.7820 	2.4640 	2.2940 	2.2550 	2.2310 	2.2130 
22.0	2.7000 	2.8340 	4.2330 	4.1170 	3.8430 	3.1260 	2.7850 	2.6420 	2.6030 	2.5780 	2.5600 
24.0	2.9510 	3.1020 	4.9470 	4.6940 	4.2860 	3.4530 	3.1330 	3.0010 	2.9610 	2.9350 	2.9180 
26.0	3.2170 	3.3990 	5.6230 	5.1930 	4.6330 	3.7870 	3.5040 	3.3680 	3.3270 	3.3010 	3.2840 
28.0	3.4700 	4.6110 	6.2810 	5.6900 	4.9790 	4.1270 	3.8750 	3.7390 	3.6960 	3.6700 	3.6530 
30.0	3.7140 	5.1660 	6.9700 	6.1810 	5.3160 	4.4540 	4.2410 	4.1080 	4.0650 	4.0400 	4.0230 
